,Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,Material Name,New_Volume(L),Points,Month
1817,2023-10-24,A,ERW_AMBP2020110135,Retails,Sing Buri,145438,MOBIL DELVAC LEGEND 20W-50 Standard DEFENSE PAIL20L :TH,8064,1,10
1818,2023-08-15,A,ERW_AMBP2020110135,Retails,Sing Buri,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,12264,2,8
1819,2023-07-14,A,ERW_AMBP2020110135,Retails,Sing Buri,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,1764,2,7
1820,2023-12-01,A,ERW_AMBP2020110135,Retails,Sing Buri,145438,MOBIL DELVAC LEGEND 20W-50 Standard DEFENSE PAIL20L :TH,9436,1,12
1821,2023-08-21,A,ERW_AMBP2020110137,Retails,Sing Buri,145888,MOBIL SUPER EVERYDAY PROTECTION 20W-50 4x4+1L/CAR,112,1,8
1822,2023-03-30,A,ERW_AMBP2020110142,Reseller,Saraburi,143877,MOBIL SUPER ALL-IN-ONE Pro TURBOSPEED 5W30 4/7,6916,1,3
1823,2023-08-07,A,ERW_AMBP2020110147,Retails,Chon Buri,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,11340,2,8
1824,2023-06-28,A,ERW_AMBP2020110147,Retails,Chon Buri,145828,MOBIL SUPER ALL-IN-ONE PROTECTION 5W-40 4x4+1L/CAR,6720,4,6
1825,2023-04-11,A,ERW_AMBP2020110147,Retails,Chon Buri,143507,MOBIL SUPER 2000 10W40 4/4+1,13776,2,4
1826,2023-06-28,A,ERW_AMBP2020110147,Retails,Chon Buri,145828,MOBIL SUPER ALL-IN-ONE PROTECTION 5W-40 4x4+1L/CAR,7532,4,6
1827,2023-11-13,A,ERW_AMBP2020110181,Retails,Chon Buri,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,12208,2,11
1828,2023-08-30,A,ERW_AMBP2020110201,Reseller,Trat,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,308,2,8
1829,2023-03-21,A,ERW_AMBP2020110206,Reseller,Chachoengsao,143507,MOBIL SUPER 2000 10W40 4/4+1,8512,2,3
1830,2023-09-13,A,ERW_AMBP2020110206,Reseller,Chachoengsao,135898,MOBIL LUBE HD 80W90 4/5,28,1,9
1831,2023-09-13,A,ERW_AMBP2020110206,Reseller,Chachoengsao,135895,MOBIL LUBE HD 85W140 4/5,224,1,9
1832,2023-02-22,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145644,MOBIL SUPER ALL-IN-ONE PROTECTION 0W-20 4x3.5L/CAR,5348,4,2
1833,2023-12-20,A,ERW_AMBP2020110207,Reseller,Chachoengsao,135898,MOBIL LUBE HD 80W90 4/5,11564,1,12
1834,2023-09-25,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143877,MOBIL SUPER ALL-IN-ONE Pro TURBOSPEED 5W30 4/7,10640,1,9
1835,2023-10-27,A,ERW_AMBP2020110219,Retails,Nakhon Ratchasima,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,11060,2,10
1836,2023-09-08,A,ERW_AMBP2020110266,Retails,Nong Khai,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,4172,2,9
1837,2023-02-15,A,ERW_AMBP2020110275,Retails,Sakon Nakhon,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,3136,2,2
1838,2023-04-07,A,ERW_AMBP2020110288,Retails,Bangkok,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,2912,2,4
1839,2023-04-21,A,ERW_AMBP2020110288,Retails,Bangkok,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,9912,2,4
1840,2023-04-18,A,ERW_AMBP2020110303,Retails,Lop Buri,145438,MOBIL DELVAC LEGEND 20W-50 Standard DEFENSE PAIL20L :TH,2828,1,4
1841,2023-10-24,A,ERW_AMBP2020110303,Retails,Lop Buri,145438,MOBIL DELVAC LEGEND 20W-50 Standard DEFENSE PAIL20L :TH,140,1,10
1842,2023-11-21,A,ERW_AMBP2020110303,Retails,Lop Buri,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,4424,2,11
1843,2023-09-25,A,ERW_AMBP2020110201,Reseller,Trat,143877,MOBIL SUPER ALL-IN-ONE Pro TURBOSPEED 5W30 4/7,4592,1,9
1844,2023-09-21,A,ERW_AMBP2020110380,Retails,Bangkok,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,6272,2,9
1845,2023-03-21,A,ERW_AMBP2020110418,Retails,Buri Ram,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,3444,2,3
1846,2023-09-21,A,ERW_AMBP2020110434,Retails,Nonthaburi,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,9688,2,9
1847,2023-04-25,A,ERW_AMBP2020110446,Retails,Nonthaburi,145438,MOBIL DELVAC LEGEND 20W-50 Standard DEFENSE PAIL20L :TH,10024,1,4
1848,2023-04-25,A,ERW_AMBP2020110446,Retails,Nonthaburi,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,2296,2,4
1849,2023-09-26,A,ERW_AMBP2020110478,Retails,Saraburi,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,11564,2,9
1850,2023-11-15,A,ERW_AMBP2020110529,Retails,Chon Buri,145828,MOBIL SUPER ALL-IN-ONE PROTECTION 5W-40 4x4+1L/CAR,10920,4,11
1851,2023-08-16,A,ERW_AMBP2020110566,Retails,Nakhon Nayok,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,6076,2,8
1852,2023-05-08,A,ERW_AMBP2020110609,Retails,Khon Kaen,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,2828,2,5
1853,2023-06-14,A,ERW_AMBP2020110656,Retails,Yasothon,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,13888,2,6
1854,2023-04-21,A,ERW_AMBP2020110691,Retails,Chaiyaphum,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,4844,2,4
1855,2023-06-09,A,ERW_AMBP2020110716,Retails,Nong Khai,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,9744,2,6
1856,2023-06-09,A,ERW_AMBP2020110716,Retails,Nong Khai,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,5852,2,6
1857,2023-03-24,A,ERW_AMBP2020110720,Retails,Udon Thani,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,7700,2,3
1858,2023-12-01,A,ERW_AMIK2022090001,Retails,Phra Nakhon Si Ayutthaya,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,5656,2,12
1859,2023-08-18,A,ERW_AMIK2022090001,Retails,Phra Nakhon Si Ayutthaya,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,2912,2,8
1860,2023-04-05,A,ERW_AMIK2022090001,Retails,Phra Nakhon Si Ayutthaya,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,6440,2,4
1861,2023-05-12,A,ERW_AUTN2021110008,Retails,Nakhon Ratchasima,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,4060,2,5
1862,2023-09-16,C,ERW_C08P2020090011,Retails,Kamphaeng Phet,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,1904,2,9
1863,2023-02-15,C,ERW_C08P2020090011,Retails,Kamphaeng Phet,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,168,2,2
1864,2023-03-14,C,ERW_C08P2020090012,Reseller,Kamphaeng Phet,142931,MOBIL DELVAC MX 15W40 4/6+1,12012,2,3
1865,2023-04-22,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,8260,2,4
1866,2023-07-15,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,2100,2,7
1867,2023-02-16,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,3864,2,2
1868,2023-09-15,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,7784,2,9
1869,2023-11-18,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,2436,2,11
1870,2023-05-23,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,224,2,5
1871,2023-03-17,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,142931,MOBIL DELVAC MX 15W40 4/6+1,10388,2,3
1872,2023-03-17,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,4816,2,3
1873,2023-01-26,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,9184,2,1
1874,2023-12-19,C,ERW_C08P2020090027,Retails,Kamphaeng Phet,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,10836,2,12
1875,2023-05-04,C,ERW_C08P2020090027,Retails,Kamphaeng Phet,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,784,2,5
1876,2023-11-14,C,ERW_C08P2020090036,Retails,Tak,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,6916,2,11
1877,2023-04-18,C,ERW_C08P2020090037,Retails,Tak,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,10360,2,4
1878,2023-08-21,C,ERW_C08P2020090037,Retails,Tak,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,7840,2,8
1879,2023-01-16,C,ERW_C08P2020090041,Reseller,Tak,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,5404,2,1
1880,2023-09-25,C,ERW_C08P2020090041,Reseller,Tak,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,3220,2,9
1881,2023-06-09,C,ERW_C08P2020090041,Reseller,Tak,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,2100,2,6
1882,2023-05-26,C,ERW_C08P2020090050,Retails,Nakhon Sawan,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,364,2,5
1883,2023-07-11,C,ERW_C08P2020090052,Reseller,Nakhon Sawan,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,8652,2,7
1884,2023-05-23,C,ERW_C08P2020090052,Reseller,Nakhon Sawan,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,3696,2,5
1885,2023-11-01,C,ERW_C08P2020090052,Reseller,Nakhon Sawan,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,952,2,11
1886,2023-11-06,C,ERW_C08P2020090073,Retails,Phitsanulok,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,9268,2,11
1887,2023-07-14,C,ERW_C08P2020090073,Retails,Phitsanulok,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,3948,2,7
1888,2023-07-14,C,ERW_C08P2020090073,Retails,Phitsanulok,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,2940,2,7
1889,2023-04-10,C,ERW_C08P2020090073,Retails,Phitsanulok,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,10080,2,4
1890,2023-04-10,C,ERW_C08P2020090073,Retails,Phitsanulok,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,364,2,4
1891,2023-02-15,C,ERW_C08P2020090073,Retails,Phitsanulok,142931,MOBIL DELVAC MX 15W40 4/6+1,140,2,2
1892,2023-06-21,C,ERW_C08P2020090087,Retails,Phetchabun,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,3752,2,6
1893,2023-12-14,C,ERW_C08P2020090087,Retails,Phetchabun,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,868,2,12
1894,2023-07-15,C,ERW_C08P2020090096,Reseller,Phetchabun,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,10416,2,7
1895,2023-11-27,C,ERW_C08P2020090097,Retails,Phetchabun,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,3584,2,11
1896,2023-11-27,C,ERW_C08P2020090097,Retails,Phetchabun,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,8736,2,11
1897,2023-06-20,C,ERW_C08P2020090097,Retails,Phetchabun,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,2576,2,6
1898,2023-07-15,C,ERW_C08P2020090104,Retails,Phetchabun,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,12628,2,7
1899,2023-11-02,C,ERW_C08P2020090105,Retails,Phetchabun,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,8764,2,11
1900,2023-09-08,C,ERW_C08P2020090105,Retails,Phetchabun,145472,MOBIL DELVAC MODERN 10W-30 SUPER Defense V2 CTN 4X6L:TH,10220,2,9
1901,2023-03-24,C,ERW_C08P2020090105,Retails,Phetchabun,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,11620,2,3
1902,2023-04-21,C,ERW_C08P2020090105,Retails,Phetchabun,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,10780,2,4
1903,2023-04-21,C,ERW_C08P2020090105,Retails,Phetchabun,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,10276,2,4
1904,2023-05-04,C,ERW_C08P2020090105,Retails,Phetchabun,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,140,2,5
1905,2023-06-20,C,ERW_C08P2020090105,Retails,Phetchabun,145472,MOBIL DELVAC MODERN 10W-30 SUPER Defense V2 CTN 4X6L:TH,10500,2,6
1906,2023-02-07,C,ERW_C08P2020090106,Retails,Sukhothai,142931,MOBIL DELVAC MX 15W40 4/6+1,8708,2,2
1907,2023-12-20,C,ERW_C08P2020090111,Retails,Sukhothai,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,7588,2,12
1908,2023-08-15,C,ERW_C08P2020090111,Retails,Sukhothai,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,7084,2,8
1909,2023-11-03,C,ERW_C08P2020090113,Reseller,Sukhothai,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,644,2,11
1910,2023-11-03,C,ERW_C08P2020090113,Reseller,Sukhothai,145472,MOBIL DELVAC MODERN 10W-30 SUPER Defense V2 CTN 4X6L:TH,10556,2,11
1911,2023-06-12,C,ERW_C08P2020090113,Reseller,Sukhothai,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,8820,2,6
1912,2023-06-26,C,ERW_C08P2020090113,Reseller,Sukhothai,145472,MOBIL DELVAC MODERN 10W-30 SUPER Defense V2 CTN 4X6L:TH,728,2,6
1913,2023-03-07,C,ERW_C08P2020090119,Reseller,Uttaradit,143877,MOBIL SUPER ALL-IN-ONE Pro TURBOSPEED 5W30 4/7,2156,1,3
1914,2023-04-05,C,ERW_C08P2020090119,Reseller,Uttaradit,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,10024,2,4
1915,2023-05-09,C,ERW_C08P2020090119,Reseller,Uttaradit,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,12712,2,5
1916,2023-07-29,C,ERW_C08P2020090119,Reseller,Uttaradit,143877,MOBIL SUPER ALL-IN-ONE Pro TURBOSPEED 5W30 4/7,1204,1,7
1917,2023-08-24,C,ERW_C08P2020090122,Retails,Uttaradit,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,5264,2,8
1918,2023-04-24,C,ERW_C08P2020090125,Retails,Phrae,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,11872,2,4
1919,2023-02-20,C,ERW_C08P2020090125,Retails,Phrae,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,4536,2,2
1920,2023-12-19,C,ERW_C08P2020090125,Retails,Phrae,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,9044,2,12
1921,2023-08-25,C,ERW_C08P2020090125,Retails,Phrae,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,1932,2,8
1922,2023-12-19,C,ERW_C08P2020090127,Reseller,Phrae,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,5908,2,12
1923,2023-09-22,C,ERW_C08P2020090127,Reseller,Phrae,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,10388,2,9
1924,2023-09-22,C,ERW_C08P2020090127,Reseller,Phrae,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,3388,2,9
1925,2023-06-19,C,ERW_C08P2020090127,Reseller,Phrae,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,5656,2,6
1926,2023-04-08,C,ERW_C08P2020090127,Reseller,Phrae,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,3724,2,4
1927,2023-10-24,C,ERW_C08P2020090127,Reseller,Phrae,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,13384,2,10
1928,2023-10-24,C,ERW_C08P2020090127,Reseller,Phrae,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,9324,2,10
1929,2023-04-24,C,ERW_C08P2020090133,Retails,Nan,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,952,2,4
1930,2023-11-14,C,ERW_C08P2020090138,Retails,Lamphun,143628,MOBIL SUPER 1000 TURBOSPEED 15W40 4/7,12236,1,11
1931,2023-11-14,C,ERW_C08P2020090138,Retails,Lamphun,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,1960,2,11
1932,2023-04-29,C,ERW_C08P2020090138,Retails,Lamphun,143628,MOBIL SUPER 1000 TURBOSPEED 15W40 4/7,10864,1,4
1933,2023-12-25,C,ERW_C08P2020090138,Retails,Lamphun,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,1680,2,12
1934,2023-08-09,C,ERW_C08P2020090138,Retails,Lamphun,143628,MOBIL SUPER 1000 TURBOSPEED 15W40 4/7,1764,1,8
1935,2023-12-25,C,ERW_C08P2020090138,Retails,Lamphun,145575,MOBIL SUPER EVERYDAY PROTECTION TURBOSPEED 15W-40 4x7L/CAR,8932,1,12
1936,2023-12-25,C,ERW_C08P2020090138,Retails,Lamphun,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,5740,2,12
1937,2023-02-09,C,ERW_C08P2020090138,Retails,Lamphun,143628,MOBIL SUPER 1000 TURBOSPEED 15W40 4/7,7168,1,2
1938,2023-06-28,C,ERW_C08P2020090138,Retails,Lamphun,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,10808,2,6
1939,2023-09-26,C,ERW_C08P2020090138,Retails,Lamphun,143628,MOBIL SUPER 1000 TURBOSPEED 15W40 4/7,4228,1,9
1940,2023-03-21,C,ERW_C08P2020090138,Retails,Lamphun,143628,MOBIL SUPER 1000 TURBOSPEED 15W40 4/7,1204,1,3
1941,2023-06-17,C,ERW_C08P2020090138,Retails,Lamphun,143628,MOBIL SUPER 1000 TURBOSPEED 15W40 4/7,10276,1,6
1942,2023-04-29,C,ERW_C08P2020090138,Retails,Lamphun,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,5544,2,4
1943,2023-04-12,C,ERW_C08P2020090138,Retails,Lamphun,142931,MOBIL DELVAC MX 15W40 4/6+1,5796,2,4
1944,2023-04-12,C,ERW_C08P2020090138,Retails,Lamphun,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,9296,2,4
1945,2023-06-27,C,ERW_C08P2020090139,Retails,Chiang Mai,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,12068,2,6
1946,2023-05-30,C,ERW_C08P2020090139,Retails,Chiang Mai,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,1540,2,5
1947,2023-10-31,C,ERW_C08P2020090139,Retails,Chiang Mai,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,13356,2,10
1948,2023-03-31,C,ERW_C08P2020090139,Retails,Chiang Mai,142931,MOBIL DELVAC MX 15W40 4/6+1,5404,2,3
1949,2023-09-04,C,ERW_C08P2020090147,Retails,Chiang Mai,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,11508,2,9
1950,2023-02-07,C,ERW_C08P2020090147,Retails,Chiang Mai,142931,MOBIL DELVAC MX 15W40 4/6+1,8092,2,2
1951,2023-05-10,C,ERW_C08P2020090147,Retails,Chiang Mai,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,56,2,5
1952,2023-04-25,C,ERW_C08P2020090147,Retails,Chiang Mai,144373,MOBIL DELVAC MX 10W-30 CTN 4X6+1L:TH,4452,2,4
1953,2023-02-28,C,ERW_C08P2020090147,Retails,Chiang Mai,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,4424,2,2
1954,2023-08-04,C,ERW_C08P2020090147,Retails,Chiang Mai,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,7532,2,8
1955,2023-03-09,C,ERW_C08P2020090147,Retails,Chiang Mai,142931,MOBIL DELVAC MX 15W40 4/6+1,13104,2,3
1956,2023-11-02,C,ERW_C08P2020090147,Retails,Chiang Mai,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,5292,2,11
1957,2023-12-27,C,ERW_C08P2020090147,Retails,Chiang Mai,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,7140,2,12
1958,2023-01-24,C,ERW_C08P2020090147,Retails,Chiang Mai,143877,MOBIL SUPER ALL-IN-ONE Pro TURBOSPEED 5W30 4/7,13412,1,1
1959,2023-01-24,C,ERW_C08P2020090147,Retails,Chiang Mai,142931,MOBIL DELVAC MX 15W40 4/6+1,13244,2,1
1960,2023-01-26,C,ERW_C08P2020090147,Retails,Chiang Mai,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,6972,2,1
1961,2023-07-25,C,ERW_C08P2020090151,Retails,Chiang Mai,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,7728,2,7
1962,2023-08-29,C,ERW_C08P2020090159,Retails,Chiang Rai,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,10164,2,8
1963,2023-06-22,C,ERW_C08P2020090161,Retails,Chiang Rai,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,12740,2,6
1964,2023-05-18,C,ERW_C08P2020090164,Retails,Chiang Rai,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,8008,2,5
1965,2023-02-20,C,ERW_C08P2020090164,Retails,Chiang Rai,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,392,2,2
1966,2023-08-28,C,ERW_C08P2020090164,Retails,Chiang Rai,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,1736,2,8
1967,2023-11-06,C,ERW_C08P2020090170,Retails,Chiang Rai,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,3388,2,11
1968,2023-06-08,C,ERW_C08P2020090170,Retails,Chiang Rai,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,2996,2,6
1969,2023-05-03,C,ERW_C08P2020090170,Retails,Chiang Rai,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,12572,2,5
1970,2023-10-13,C,ERW_C08P2020090176,Retails,Chiang Rai,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,12936,2,10
1971,2023-06-15,C,ERW_C08P2020090177,Retails,Chiang Rai,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,9016,2,6
1972,2023-08-29,C,ERW_C08P2020090183,Retails,Phayao,145472,MOBIL DELVAC MODERN 10W-30 SUPER Defense V2 CTN 4X6L:TH,5208,2,8
1973,2023-05-30,C,ERW_C08P2020090206,Retails,Phetchabun,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,1764,2,5
1974,2023-01-20,C,ERW_C08P2020090215,Reseller,Nakhon Sawan,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,2268,2,1
1975,2023-06-24,C,ERW_C08P2020090215,Reseller,Nakhon Sawan,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,1428,2,6
1976,2023-09-26,C,ERW_C08P2020090215,Reseller,Nakhon Sawan,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,2436,2,9
1977,2023-06-14,C,ERW_C08P2020090216,Retails,Nakhon Sawan,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,4424,2,6
1978,2023-11-30,C,ERW_C08P2020090216,Retails,Nakhon Sawan,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,7364,2,11
1979,2023-08-10,C,ERW_C08P2020090220,Retails,Phetchabun,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,10444,2,8
1980,2023-06-01,C,ERW_C9H62020120007,Reseller,Nakhon Sawan,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,10808,2,6
1981,2023-03-21,C,ERW_C9H62020120007,Reseller,Nakhon Sawan,142931,MOBIL DELVAC MX 15W40 4/6+1,2072,2,3
1982,2023-08-31,C,ERW_C9H62020120019,Retails,Chiang Mai,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,10108,2,8
1983,2023-08-03,C,ERW_C9H62020120019,Retails,Chiang Mai,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,9268,2,8
1984,2023-07-24,C,ERW_C9H62020120019,Retails,Chiang Mai,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,7364,2,7
1985,2023-03-30,C,ERW_C9H62020120019,Retails,Chiang Mai,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,1652,2,3
1986,2023-04-18,C,ERW_C9H62020120019,Retails,Chiang Mai,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,7224,2,4
